,airy,calm,dark,deep,different,eerie,happy,light,loud,low,mellow,quiet,sad,scary,soft,strange
2408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2410,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2415,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2416,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2422,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2438,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2439,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2440,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2441,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2459,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2461,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
2462,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2463,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2475,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2506,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2520,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2532,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2533,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2534,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2536,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2548,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2549,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2563,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2572,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2576,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2587,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2590,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2607,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2627,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2655,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2664,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2670,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2694,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2697,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2714,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2718,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2720,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2727,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2740,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2741,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2742,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2743,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2744,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2746,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2748,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2754,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2759,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2773,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2778,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2783,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2791,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1
2795,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2798,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2799,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2800,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2801,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2803,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
2804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2828,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2837,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2838,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2858,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2859,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2863,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2880,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2904,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2909,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2920,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2922,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2925,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2933,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2945,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2947,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2976,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3001,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
3013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3024,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3053,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3075,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3077,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3079,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3080,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3086,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
3105,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
3119,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3135,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3146,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3159,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3160,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3161,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3163,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3174,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3195,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3214,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
3218,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3219,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3221,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3231,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
3240,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3259,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
3260,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3264,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
3268,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3269,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
3276,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3313,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1
3315,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3338,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3339,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3340,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3342,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3359,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3361,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3367,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3372,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3375,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3387,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3390,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3396,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
3408,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3425,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3436,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
3449,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3484,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
3486,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3489,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3491,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3499,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3511,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3525,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3532,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3560,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3561,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3566,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
3568,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
3569,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
3579,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3593,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3622,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3623,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3624,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3691,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3694,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3728,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3733,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
3735,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3751,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
3761,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3762,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3767,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3768,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
3770,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
3771,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3774,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3776,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3780,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3781,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3801,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3810,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3817,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3819,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3820,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3821,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3822,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
3824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3833,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3837,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3841,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3844,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3852,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3856,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3860,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3870,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3893,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3898,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3902,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3906,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
3908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3910,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3927,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3930,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
3969,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3977,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
3984,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3988,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3992,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3993,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3998,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
4003,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
4011,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4012,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
4014,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4016,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4028,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4038,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4051,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4057,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4073,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4093,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4110,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4130,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4137,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
4138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4143,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4145,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4146,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
4147,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4148,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4149,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4150,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4156,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
4162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4166,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4184,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4188,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4198,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4200,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4211,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
4296,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4322,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4323,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
4326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4329,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4345,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4351,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4372,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4375,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4382,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4390,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4391,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4392,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4393,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4394,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4395,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4396,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4401,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4402,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4413,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4415,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4417,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4453,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4459,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4460,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4462,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
4463,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4475,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4496,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4499,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4500,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4503,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4541,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4547,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4553,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4580,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
4590,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4598,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4599,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
4609,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4629,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4639,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4644,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4646,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4647,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4661,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4689,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4691,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4716,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
4724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4727,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4741,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
4742,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
4745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4753,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4794,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4795,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
4809,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4810,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4811,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4825,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4849,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4855,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4882,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
4883,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
4884,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
4890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4893,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
4897,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4898,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0
4899,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4901,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4907,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
4909,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4911,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4912,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
4913,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
4914,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0
4916,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
4918,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
4919,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
4920,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4922,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
4923,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
4927,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
4931,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4934,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4935,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4937,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4938,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
4941,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4958,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4983,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4992,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5005,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5014,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5018,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5019,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5021,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5024,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
