,instrumental,singing
5090,1.0,0.0
5096,1.0,0.0
5107,1.0,0.0
5110,1.0,0.0
5114,1.0,0.0
5120,0.0,1.0
5121,0.0,1.0
5122,0.0,1.0
5123,0.0,1.0
5125,0.0,1.0
5127,0.0,1.0
5128,0.0,1.0
5129,0.0,1.0
5132,0.0,1.0
5133,0.0,1.0
5134,0.0,1.0
5135,0.0,1.0
5137,0.0,1.0
5139,1.0,0.0
5140,0.0,1.0
5146,1.0,0.0
5147,0.0,1.0
5148,0.0,1.0
5151,0.0,1.0
5153,0.0,1.0
5154,0.0,1.0
5155,0.0,1.0
5157,1.0,0.0
5159,0.0,1.0
5160,0.0,1.0
5167,0.0,1.0
5168,0.0,1.0
5169,0.0,1.0
5172,0.0,1.0
5173,0.0,1.0
5174,0.0,1.0
5179,1.0,0.0
5193,0.0,1.0
5196,0.0,1.0
5198,1.0,0.0
5212,1.0,0.0
5219,0.0,1.0
5228,0.0,1.0
5229,0.0,1.0
5240,0.0,1.0
5241,0.0,1.0
5243,0.0,1.0
5244,0.0,1.0
5247,1.0,1.0
5251,0.0,1.0
5253,0.0,1.0
5264,0.0,1.0
5267,0.0,1.0
5268,0.0,1.0
5269,0.0,1.0
5270,0.0,1.0
5272,1.0,1.0
5276,1.0,0.0
5279,1.0,0.0
5283,1.0,1.0
5284,0.0,1.0
5287,0.0,1.0
5288,0.0,1.0
5289,0.0,1.0
5292,1.0,0.0
5298,1.0,0.0
5299,1.0,0.0
5301,1.0,0.0
5307,0.0,1.0
5308,0.0,1.0
5309,0.0,1.0
5310,0.0,1.0
5314,0.0,1.0
5315,0.0,1.0
5326,1.0,0.0
5327,0.0,1.0
5328,0.0,1.0
5333,0.0,1.0
5334,0.0,1.0
5335,1.0,0.0
5341,1.0,0.0
5345,1.0,0.0
5350,0.0,1.0
5351,0.0,1.0
5352,0.0,1.0
5353,0.0,1.0
5354,0.0,1.0
5355,1.0,0.0
5362,1.0,0.0
5363,1.0,0.0
5368,0.0,1.0
5373,1.0,0.0
5387,1.0,0.0
5397,0.0,1.0
5399,0.0,1.0
5402,0.0,1.0
5403,0.0,1.0
5406,1.0,0.0
5411,1.0,0.0
5412,1.0,0.0
5416,1.0,0.0
5417,0.0,1.0
5419,0.0,1.0
5422,0.0,1.0
5423,1.0,0.0
5425,1.0,0.0
5429,1.0,0.0
5430,0.0,1.0
5438,1.0,0.0
5444,0.0,1.0
5445,0.0,1.0
5446,0.0,1.0
5450,0.0,1.0
5451,0.0,1.0
5460,0.0,1.0
5468,1.0,0.0
5469,1.0,0.0
5472,0.0,1.0
5473,0.0,1.0
5474,0.0,1.0
5475,0.0,1.0
5482,1.0,0.0
5484,1.0,0.0
5487,1.0,0.0
5489,1.0,0.0
5493,1.0,0.0
5497,1.0,0.0
5498,1.0,0.0
5505,0.0,1.0
5506,0.0,1.0
5507,0.0,1.0
5517,1.0,0.0
5531,1.0,0.0
5536,1.0,0.0
5543,1.0,0.0
5547,1.0,0.0
5556,1.0,0.0
5560,1.0,0.0
5566,0.0,1.0
5575,0.0,1.0
5576,0.0,1.0
5579,0.0,1.0
5587,0.0,1.0
5596,0.0,1.0
5598,0.0,1.0
5599,0.0,1.0
5602,1.0,0.0
5604,1.0,0.0
5613,1.0,0.0
5620,0.0,1.0
5621,0.0,1.0
5630,1.0,0.0
5640,1.0,0.0
5650,1.0,0.0
5653,1.0,0.0
5655,1.0,0.0
5663,0.0,1.0
5672,1.0,0.0
5675,0.0,1.0
5676,0.0,1.0
5677,0.0,1.0
5678,0.0,1.0
5679,0.0,1.0
5680,1.0,0.0
5687,1.0,0.0
5688,1.0,0.0
5689,1.0,0.0
5702,1.0,0.0
5705,1.0,0.0
5710,0.0,1.0
5726,1.0,0.0
5736,0.0,1.0
5737,0.0,1.0
5748,0.0,1.0
5753,1.0,0.0
5756,0.0,1.0
5757,0.0,1.0
5762,0.0,1.0
5766,1.0,0.0
5767,0.0,1.0
5769,0.0,1.0
5771,0.0,1.0
5774,0.0,1.0
5776,0.0,1.0
5777,1.0,0.0
5779,1.0,1.0
5783,0.0,1.0
5784,0.0,1.0
5785,0.0,1.0
5786,0.0,1.0
5787,0.0,1.0
5791,0.0,1.0
5792,0.0,1.0
5793,0.0,1.0
5798,0.0,1.0
5799,0.0,1.0
5800,0.0,1.0
5802,0.0,1.0
5820,1.0,0.0
5821,0.0,1.0
5822,0.0,1.0
5823,0.0,1.0
5827,1.0,0.0
5846,0.0,1.0
5847,0.0,1.0
5849,0.0,1.0
5851,0.0,1.0
5854,1.0,0.0
5856,1.0,0.0
5859,1.0,0.0
5860,1.0,0.0
5861,1.0,0.0
5862,1.0,0.0
5865,1.0,0.0
5867,0.0,1.0
5868,0.0,1.0
5869,0.0,1.0
5881,1.0,0.0
5882,1.0,0.0
5886,1.0,0.0
5890,1.0,0.0
5893,1.0,0.0
5900,1.0,0.0
5908,1.0,0.0
5910,1.0,0.0
5913,1.0,0.0
5914,1.0,0.0
5917,1.0,0.0
5919,0.0,1.0
5920,0.0,1.0
5921,0.0,1.0
5929,0.0,1.0
5930,0.0,1.0
5931,0.0,1.0
5932,0.0,1.0
5933,0.0,1.0
5935,1.0,0.0
5940,0.0,1.0
5941,0.0,1.0
5942,0.0,1.0
5947,0.0,1.0
5952,0.0,1.0
5954,0.0,1.0
5959,1.0,0.0
5962,1.0,0.0
5963,0.0,1.0
5964,0.0,1.0
5965,0.0,1.0
5973,1.0,0.0
5977,1.0,0.0
5978,1.0,0.0
5979,1.0,0.0
5981,0.0,1.0
5983,0.0,1.0
5985,0.0,1.0
5986,0.0,1.0
5991,0.0,1.0
5995,0.0,1.0
5997,0.0,1.0
5999,1.0,0.0
6013,1.0,0.0
6019,1.0,0.0
6021,1.0,0.0
6023,1.0,0.0
6026,1.0,0.0
6027,1.0,0.0
6028,0.0,1.0
6030,0.0,1.0
6032,0.0,1.0
6034,1.0,0.0
6045,0.0,1.0
6047,1.0,1.0
6049,1.0,0.0
6052,0.0,1.0
6056,1.0,0.0
6057,1.0,0.0
6064,1.0,0.0
6069,1.0,0.0
6070,1.0,0.0
6071,1.0,0.0
6078,0.0,1.0
6079,0.0,1.0
6081,0.0,1.0
6083,0.0,1.0
6090,1.0,0.0
6092,0.0,1.0
6094,0.0,1.0
6096,0.0,1.0
6097,0.0,1.0
6099,0.0,1.0
6102,0.0,1.0
6103,0.0,1.0
6104,0.0,1.0
6106,0.0,1.0
6107,0.0,1.0
6108,0.0,1.0
6115,1.0,0.0
6117,1.0,0.0
6118,1.0,0.0
6121,1.0,0.0
6122,0.0,1.0
6126,0.0,1.0
6127,1.0,0.0
6134,0.0,1.0
6135,0.0,1.0
6137,0.0,1.0
6142,0.0,1.0
6143,0.0,1.0
6144,0.0,1.0
6145,0.0,1.0
6146,0.0,1.0
6147,0.0,1.0
6148,0.0,1.0
6149,0.0,1.0
6150,0.0,1.0
6151,1.0,0.0
6152,0.0,1.0
6153,0.0,1.0
6163,0.0,1.0
6168,1.0,0.0
6178,0.0,1.0
6179,0.0,1.0
6180,0.0,1.0
6182,0.0,1.0
6183,0.0,1.0
6189,0.0,1.0
6192,0.0,1.0
6193,0.0,1.0
6194,0.0,1.0
6195,0.0,1.0
6198,0.0,1.0
6200,0.0,1.0
6201,0.0,1.0
6224,1.0,0.0
6225,0.0,1.0
6228,0.0,1.0
6230,1.0,0.0
6235,0.0,1.0
6237,0.0,1.0
6239,0.0,1.0
6240,0.0,1.0
6241,1.0,0.0
6245,0.0,1.0
6252,1.0,0.0
6256,0.0,1.0
6257,0.0,1.0
6259,0.0,1.0
6261,0.0,1.0
6262,0.0,1.0
6277,0.0,1.0
6279,1.0,0.0
6280,1.0,0.0
6287,1.0,0.0
6290,0.0,1.0
6291,0.0,1.0
6292,0.0,1.0
6294,1.0,0.0
6295,1.0,0.0
6299,1.0,0.0
6311,0.0,1.0
6312,0.0,1.0
6313,0.0,1.0
6314,0.0,1.0
6315,0.0,1.0
6317,0.0,1.0
6328,1.0,0.0
6333,1.0,0.0
6336,1.0,0.0
6347,1.0,0.0
6363,1.0,0.0
6380,1.0,0.0
6395,0.0,1.0
6396,0.0,1.0
6397,0.0,1.0
6400,0.0,1.0
6401,0.0,1.0
6402,0.0,1.0
6403,0.0,1.0
6407,0.0,1.0
6422,1.0,0.0
6424,0.0,1.0
6425,0.0,1.0
6428,0.0,1.0
6429,0.0,1.0
6430,0.0,1.0
6436,1.0,0.0
6437,1.0,0.0
6438,1.0,0.0
6442,1.0,0.0
6447,1.0,0.0
6450,0.0,1.0
6451,0.0,1.0
6452,0.0,1.0
6453,0.0,1.0
6454,0.0,1.0
6457,1.0,0.0
6460,1.0,0.0
6462,1.0,0.0
6463,1.0,0.0
6464,1.0,0.0
6468,1.0,0.0
6473,1.0,0.0
6474,1.0,0.0
6475,1.0,0.0
6477,1.0,0.0
6479,1.0,0.0
6481,1.0,0.0
6489,0.0,1.0
6494,1.0,0.0
6500,0.0,1.0
6501,0.0,1.0
6502,0.0,1.0
6503,0.0,1.0
6505,1.0,0.0
6506,0.0,1.0
6507,0.0,1.0
6508,0.0,1.0
6510,0.0,1.0
6518,0.0,1.0
6519,0.0,1.0
6521,0.0,1.0
6523,0.0,1.0
6526,1.0,0.0
6531,1.0,0.0
6543,0.0,1.0
6548,1.0,0.0
6550,1.0,0.0
6555,0.0,1.0
6558,0.0,1.0
6575,1.0,0.0
6579,1.0,0.0
6591,1.0,0.0
6593,1.0,0.0
6594,1.0,0.0
6597,0.0,1.0
6598,0.0,1.0
6599,0.0,1.0
6601,1.0,0.0
6605,1.0,0.0
6607,0.0,1.0
6622,0.0,1.0
6623,0.0,1.0
6625,0.0,1.0
6626,0.0,1.0
6632,1.0,0.0
6634,0.0,1.0
6636,0.0,1.0
6640,0.0,1.0
6643,0.0,1.0
6644,1.0,0.0
6646,1.0,0.0
6652,1.0,0.0
6668,1.0,0.0
6690,1.0,1.0
6691,0.0,1.0
6692,0.0,1.0
6693,0.0,1.0
6695,0.0,1.0
6699,0.0,1.0
6716,1.0,0.0
6722,1.0,0.0
6748,0.0,1.0
6760,0.0,1.0
6761,0.0,1.0
6765,0.0,1.0
6768,0.0,1.0
6770,0.0,1.0
6773,1.0,0.0
6789,0.0,1.0
6804,1.0,0.0
6812,1.0,0.0
6818,1.0,1.0
6820,1.0,0.0
6824,1.0,0.0
6850,0.0,1.0
6851,0.0,1.0
6852,0.0,1.0
6853,1.0,0.0
6867,0.0,1.0
6870,0.0,1.0
6871,0.0,1.0
6872,0.0,1.0
6875,0.0,1.0
6876,0.0,1.0
6899,0.0,1.0
6904,1.0,1.0
6917,1.0,0.0
6922,0.0,1.0
6923,1.0,1.0
6925,1.0,0.0
6930,1.0,0.0
6935,1.0,0.0
6937,0.0,1.0
6938,0.0,1.0
6940,0.0,1.0
6941,1.0,0.0
6942,0.0,1.0
6946,1.0,0.0
6968,1.0,0.0
6975,1.0,0.0
6976,1.0,0.0
6988,1.0,0.0
6995,1.0,0.0
6997,1.0,0.0
7000,1.0,0.0
7010,1.0,0.0
7014,1.0,0.0
7018,1.0,0.0
7032,0.0,1.0
7034,0.0,1.0
7035,0.0,1.0
7037,0.0,1.0
7039,0.0,1.0
7042,0.0,1.0
7043,0.0,1.0
7044,0.0,1.0
7067,1.0,0.0
7071,1.0,0.0
7072,0.0,1.0
7074,0.0,1.0
7079,0.0,1.0
7081,0.0,1.0
7082,0.0,1.0
7083,0.0,1.0
7085,0.0,1.0
7093,1.0,0.0
7096,1.0,0.0
7098,1.0,0.0
7100,1.0,0.0
7110,1.0,0.0
7113,1.0,0.0
7115,0.0,1.0
7116,0.0,1.0
7118,0.0,1.0
7120,0.0,1.0
7121,0.0,1.0
7122,0.0,1.0
7125,0.0,1.0
7128,0.0,1.0
7129,0.0,1.0
7138,0.0,1.0
7139,0.0,1.0
7140,0.0,1.0
7146,0.0,1.0
7150,0.0,1.0
7152,1.0,0.0
7154,1.0,0.0
7157,1.0,1.0
7165,0.0,1.0
7166,0.0,1.0
7167,0.0,1.0
7168,0.0,1.0
7169,0.0,1.0
7170,0.0,1.0
7175,0.0,1.0
7176,1.0,0.0
7179,0.0,1.0
7180,0.0,1.0
7183,0.0,1.0
7188,1.0,0.0
7189,1.0,0.0
7195,0.0,1.0
7196,0.0,1.0
7198,0.0,1.0
7200,0.0,1.0
7202,0.0,1.0
7205,0.0,1.0
7206,0.0,1.0
7208,0.0,1.0
7209,1.0,0.0
7211,0.0,1.0
7213,0.0,1.0
7214,0.0,1.0
7216,0.0,1.0
7217,0.0,1.0
7218,0.0,1.0
7219,0.0,1.0
7223,0.0,1.0
7225,0.0,1.0
7227,0.0,1.0
7228,0.0,1.0
7230,0.0,1.0
7232,1.0,0.0
7233,1.0,0.0
7258,1.0,0.0
7260,0.0,1.0
7264,0.0,1.0
7267,0.0,1.0
7272,0.0,1.0
7273,0.0,1.0
7275,0.0,1.0
7284,1.0,0.0
7285,0.0,1.0
7289,1.0,0.0
7293,1.0,0.0
7297,0.0,1.0
7301,1.0,0.0
7302,1.0,0.0
7306,0.0,1.0
7314,0.0,1.0
7315,0.0,1.0
7316,0.0,1.0
7319,0.0,1.0
7321,1.0,0.0
7328,0.0,1.0
7330,0.0,1.0
7331,0.0,1.0
7336,0.0,1.0
7337,1.0,0.0
7339,0.0,1.0
7340,0.0,1.0
7342,0.0,1.0
7343,0.0,1.0
7357,1.0,0.0
7359,0.0,1.0
7360,0.0,1.0
7361,0.0,1.0
7363,0.0,1.0
7366,0.0,1.0
7368,0.0,1.0
7369,0.0,1.0
7371,0.0,1.0
7373,0.0,1.0
7374,0.0,1.0
7380,0.0,1.0
7386,0.0,1.0
7387,0.0,1.0
7388,0.0,1.0
7389,0.0,1.0
7391,0.0,1.0
7392,0.0,1.0
7395,1.0,0.0
7396,0.0,1.0
7397,0.0,1.0
7399,0.0,1.0
7400,0.0,1.0
7401,0.0,1.0
7402,0.0,1.0
7403,0.0,1.0
7404,0.0,1.0
7409,1.0,0.0
7411,0.0,1.0
7412,0.0,1.0
7413,1.0,0.0
7414,0.0,1.0
7416,0.0,1.0
7417,0.0,1.0
7418,0.0,1.0
7419,0.0,1.0
7421,0.0,1.0
7423,1.0,0.0
7424,0.0,1.0
7430,0.0,1.0
7431,0.0,1.0
7433,0.0,1.0
7435,0.0,1.0
7440,1.0,0.0
7444,1.0,0.0
7448,1.0,0.0
7457,0.0,1.0
7461,1.0,0.0
7464,0.0,1.0
7466,1.0,0.0
7476,1.0,0.0
7481,1.0,0.0
7486,0.0,1.0
7487,0.0,1.0
7488,0.0,1.0
7490,0.0,1.0
7493,1.0,0.0
7499,0.0,1.0
7514,1.0,0.0
7525,0.0,1.0
7532,0.0,1.0
7533,0.0,1.0
7535,0.0,1.0
7536,0.0,1.0
7537,0.0,1.0
7540,1.0,0.0
7541,1.0,0.0
7545,0.0,1.0
7547,0.0,1.0
7550,1.0,1.0
7554,0.0,1.0
7576,0.0,1.0
7579,1.0,0.0
7583,1.0,0.0
7586,0.0,1.0
7587,0.0,1.0
7588,0.0,1.0
7590,0.0,1.0
7591,0.0,1.0
7592,0.0,1.0
7593,0.0,1.0
7594,0.0,1.0
7595,1.0,0.0
7597,0.0,1.0
7598,0.0,1.0
7601,0.0,1.0
7606,1.0,0.0
7611,1.0,0.0
7613,1.0,0.0
7615,1.0,0.0
7620,1.0,0.0
7627,1.0,0.0
7634,1.0,0.0
7636,0.0,1.0
7637,0.0,1.0
7639,1.0,0.0
7649,1.0,0.0
7651,0.0,1.0
7652,0.0,1.0
7655,0.0,1.0
7656,0.0,1.0
7657,0.0,1.0
7659,0.0,1.0
7664,0.0,1.0
7665,0.0,1.0
7668,1.0,0.0
7669,0.0,1.0
7670,0.0,1.0
7671,0.0,1.0
7672,0.0,1.0
7673,0.0,1.0
7679,1.0,0.0
7681,1.0,0.0
7684,0.0,1.0
7685,1.0,0.0
7687,0.0,1.0
7688,0.0,1.0
7689,0.0,1.0
7691,0.0,1.0
7692,0.0,1.0
7695,0.0,1.0
7697,0.0,1.0
7711,1.0,0.0
7713,1.0,0.0
7714,0.0,1.0
7715,0.0,1.0
7716,0.0,1.0
7720,0.0,1.0
7721,0.0,1.0
7722,0.0,1.0
7730,0.0,1.0
7731,0.0,1.0
7732,0.0,1.0
7735,1.0,1.0
7736,0.0,1.0
7738,0.0,1.0
7741,0.0,1.0
7742,0.0,1.0
7748,1.0,0.0
7750,1.0,0.0
7752,1.0,0.0
7754,1.0,0.0
7756,1.0,0.0
7757,0.0,1.0
7760,0.0,1.0
7763,1.0,0.0
7775,1.0,0.0
7776,1.0,0.0
7777,1.0,0.0
7791,1.0,0.0
7793,1.0,0.0
7803,0.0,1.0
7805,0.0,1.0
7806,0.0,1.0
7808,0.0,1.0
7810,0.0,1.0
7812,1.0,0.0
7813,0.0,1.0
7814,1.0,0.0
7815,1.0,0.0
7818,0.0,1.0
7819,0.0,1.0
7821,0.0,1.0
7822,0.0,1.0
7826,1.0,0.0
7827,1.0,0.0
7833,1.0,0.0
7838,1.0,0.0
7841,0.0,1.0
7842,0.0,1.0
7853,1.0,0.0
7854,0.0,1.0
7855,0.0,1.0
7862,1.0,0.0
7865,1.0,0.0
7870,1.0,0.0
7878,1.0,0.0
7886,1.0,0.0
7889,1.0,0.0
7891,0.0,1.0
7892,0.0,1.0
7893,0.0,1.0
7905,1.0,0.0
7912,1.0,0.0
7914,0.0,1.0
7915,0.0,1.0
7917,1.0,1.0
7919,0.0,1.0
7920,0.0,1.0
7921,0.0,1.0
7930,1.0,0.0
7938,1.0,0.0
7944,1.0,0.0
7949,0.0,1.0
7952,0.0,1.0
7962,0.0,1.0
7963,1.0,1.0
7980,0.0,1.0
7989,1.0,0.0
7995,0.0,1.0
8011,0.0,1.0
8014,0.0,1.0
8016,0.0,1.0
8018,1.0,0.0
8025,1.0,0.0
8029,1.0,0.0
8030,0.0,1.0
8033,0.0,1.0
8035,0.0,1.0
8036,0.0,1.0
8047,1.0,0.0
8049,1.0,0.0
8057,0.0,1.0
8075,0.0,1.0
8076,0.0,1.0
8077,0.0,1.0
8078,0.0,1.0
8080,0.0,1.0
8084,0.0,1.0
8085,0.0,1.0
8091,1.0,0.0
8101,1.0,0.0
8114,1.0,0.0
8117,1.0,0.0
8121,0.0,1.0
8122,0.0,1.0
8123,1.0,1.0
8124,1.0,0.0
8126,0.0,1.0
8127,0.0,1.0
8128,0.0,1.0
8131,0.0,1.0
8132,0.0,1.0
8133,0.0,1.0
8134,0.0,1.0
8135,1.0,1.0
8138,0.0,1.0
8151,0.0,1.0
8158,0.0,1.0
8160,0.0,1.0
8161,0.0,1.0
8165,0.0,1.0
8166,0.0,1.0
8167,0.0,1.0
8168,0.0,1.0
8169,0.0,1.0
8170,0.0,1.0
8172,0.0,1.0
8173,0.0,1.0
8176,0.0,1.0
8177,0.0,1.0
8180,0.0,1.0
8181,1.0,0.0
8190,0.0,1.0
8191,0.0,1.0
8194,0.0,1.0
8195,0.0,1.0
8197,0.0,1.0
8198,0.0,1.0
8200,0.0,1.0
8207,0.0,1.0
8212,0.0,1.0
8213,0.0,1.0
8217,0.0,1.0
8220,0.0,1.0
8221,0.0,1.0
8223,0.0,1.0
8224,0.0,1.0
8225,0.0,1.0
8227,0.0,1.0
8229,0.0,1.0
8230,1.0,0.0
8235,0.0,1.0
8237,0.0,1.0
8240,0.0,1.0
8241,0.0,1.0
8242,0.0,1.0
8245,1.0,0.0
8247,1.0,0.0
8249,1.0,0.0
8255,1.0,0.0
8262,1.0,0.0
8265,0.0,1.0
8267,0.0,1.0
8268,0.0,1.0
8272,0.0,1.0
8275,0.0,1.0
8276,0.0,1.0
8281,0.0,1.0
8282,0.0,1.0
8286,1.0,0.0
8290,1.0,0.0
8294,1.0,0.0
8300,1.0,0.0
8302,1.0,0.0
8304,0.0,1.0
8305,0.0,1.0
8307,0.0,1.0
8308,0.0,1.0
8309,0.0,1.0
8310,0.0,1.0
8313,0.0,1.0
8314,0.0,1.0
8315,0.0,1.0
8316,0.0,1.0
8318,1.0,0.0
8320,0.0,1.0
8321,0.0,1.0
8322,0.0,1.0
8324,0.0,1.0
8327,1.0,0.0
8332,1.0,0.0
8339,1.0,0.0
8340,1.0,0.0
8348,1.0,0.0
8355,1.0,0.0
8359,1.0,0.0
8361,0.0,1.0
8362,0.0,1.0
8363,0.0,1.0
8366,0.0,1.0
8367,0.0,1.0
8368,0.0,1.0
8369,0.0,1.0
8370,0.0,1.0
8371,0.0,1.0
8372,0.0,1.0
8373,1.0,1.0
8375,0.0,1.0
8376,0.0,1.0
8377,0.0,1.0
8379,1.0,0.0
8399,1.0,0.0
8402,1.0,0.0
8403,1.0,0.0
8405,1.0,0.0
8413,1.0,0.0
8415,1.0,0.0
8416,0.0,1.0
8418,0.0,1.0
8421,0.0,1.0
8428,1.0,0.0
8434,0.0,1.0
8435,0.0,1.0
8436,0.0,1.0
8439,0.0,1.0
8440,0.0,1.0
8441,0.0,1.0
8444,1.0,0.0
8447,0.0,1.0
8449,0.0,1.0
8451,1.0,0.0
8453,1.0,0.0
8460,0.0,1.0
8461,0.0,1.0
8462,0.0,1.0
8466,1.0,0.0
8488,1.0,0.0
8490,1.0,0.0
8492,1.0,0.0
8508,0.0,1.0
8510,0.0,1.0
8511,0.0,1.0
8513,1.0,0.0
8514,0.0,1.0
8516,1.0,0.0
8518,0.0,1.0
8520,1.0,1.0
8522,0.0,1.0
8523,0.0,1.0
8525,0.0,1.0
8526,0.0,1.0
8531,0.0,1.0
8533,1.0,0.0
8534,0.0,1.0
8536,0.0,1.0
8539,0.0,1.0
8542,0.0,1.0
8543,0.0,1.0
8545,0.0,1.0
8550,0.0,1.0
8554,0.0,1.0
8555,0.0,1.0
8556,0.0,1.0
8558,0.0,1.0
8560,0.0,1.0
8561,1.0,0.0
8563,0.0,1.0
8564,0.0,1.0
8568,0.0,1.0
8569,0.0,1.0
8573,0.0,1.0
8575,1.0,1.0
8580,0.0,1.0
8583,0.0,1.0
8584,0.0,1.0
8585,0.0,1.0
8586,0.0,1.0
8587,0.0,1.0
8588,0.0,1.0
8592,1.0,0.0
8597,0.0,1.0
8599,0.0,1.0
8601,0.0,1.0
8604,0.0,1.0
8608,0.0,1.0
8610,1.0,0.0
8612,0.0,1.0
8621,0.0,1.0
8623,0.0,1.0
8624,1.0,0.0
8625,1.0,0.0
8628,1.0,0.0
8633,1.0,0.0
8640,1.0,0.0
8644,0.0,1.0
8645,0.0,1.0
8646,0.0,1.0
8647,0.0,1.0
8648,0.0,1.0
8649,0.0,1.0
8650,0.0,1.0
8658,0.0,1.0
8659,0.0,1.0
8675,1.0,1.0
8680,1.0,0.0
8685,1.0,0.0
8691,1.0,0.0
8694,1.0,0.0
8704,0.0,1.0
8711,0.0,1.0
8715,0.0,1.0
8718,0.0,1.0
8720,0.0,1.0
8725,1.0,0.0
8731,0.0,1.0
8732,0.0,1.0
8733,1.0,0.0
8734,0.0,1.0
8741,1.0,0.0
8746,0.0,1.0
8747,0.0,1.0
8751,0.0,1.0
8758,1.0,0.0
8760,0.0,1.0
8762,0.0,1.0
8763,0.0,1.0
8768,0.0,1.0
8771,0.0,1.0
8772,0.0,1.0
8774,1.0,0.0
8775,1.0,1.0
8776,0.0,1.0
8778,0.0,1.0
8786,0.0,1.0
8788,0.0,1.0
8837,1.0,0.0
8838,1.0,0.0
8842,1.0,0.0
8843,1.0,0.0
8847,1.0,0.0
8863,1.0,0.0
8868,0.0,1.0
8869,0.0,1.0
8870,0.0,1.0
8871,0.0,1.0
8872,0.0,1.0
8883,0.0,1.0
8884,1.0,0.0
8893,0.0,1.0
8894,0.0,1.0
8895,0.0,1.0
8897,1.0,0.0
8898,1.0,0.0
8900,1.0,0.0
8905,0.0,1.0
8906,0.0,1.0
8907,1.0,0.0
8911,0.0,1.0
8912,0.0,1.0
8914,0.0,1.0
8922,1.0,0.0
8924,1.0,0.0
8929,1.0,0.0
8932,1.0,1.0
8938,0.0,1.0
8940,0.0,1.0
8941,1.0,0.0
8943,1.0,0.0
8944,1.0,0.0
8945,1.0,0.0
8947,1.0,0.0
8948,1.0,0.0
8949,1.0,0.0
8950,1.0,0.0
8952,0.0,1.0
8953,0.0,1.0
8957,1.0,0.0
8963,1.0,0.0
8969,1.0,0.0
8972,1.0,0.0
8977,1.0,0.0
8979,1.0,0.0
8982,1.0,0.0
8991,0.0,1.0
8992,0.0,1.0
8993,0.0,1.0
8995,0.0,1.0
8996,0.0,1.0
8997,0.0,1.0
8998,0.0,1.0
8999,0.0,1.0
9000,0.0,1.0
9001,1.0,0.0
9002,1.0,0.0
9010,1.0,0.0
9012,1.0,0.0
9021,1.0,0.0
9023,1.0,0.0
9024,1.0,0.0
9025,0.0,1.0
9026,0.0,1.0
9033,1.0,1.0
9036,1.0,0.0
9038,1.0,0.0
9042,1.0,0.0
9047,0.0,1.0
9048,0.0,1.0
9055,1.0,1.0
9056,1.0,0.0
9058,0.0,1.0
9060,0.0,1.0
9061,0.0,1.0
9068,1.0,0.0
9089,1.0,0.0
9093,1.0,0.0
9103,1.0,0.0
9108,1.0,0.0
9119,1.0,0.0
9124,1.0,0.0
9129,1.0,0.0
9130,1.0,0.0
9135,1.0,0.0
9142,1.0,0.0
9143,1.0,0.0
9146,1.0,0.0
9147,1.0,0.0
9149,0.0,1.0
9151,0.0,1.0
9153,1.0,0.0
9157,1.0,0.0
9163,1.0,0.0
9165,1.0,0.0
9167,1.0,0.0
9171,1.0,0.0
9174,0.0,1.0
9175,0.0,1.0
9178,0.0,1.0
9183,1.0,0.0
9185,1.0,0.0
9187,0.0,1.0
9188,0.0,1.0
9189,0.0,1.0
9190,0.0,1.0
9194,1.0,0.0
9201,1.0,0.0
9207,0.0,1.0
9208,0.0,1.0
9209,0.0,1.0
9210,0.0,1.0
9211,0.0,1.0
9217,1.0,0.0
9222,1.0,0.0
9223,0.0,1.0
9224,0.0,1.0
9226,0.0,1.0
9227,0.0,1.0
9228,0.0,1.0
9253,1.0,0.0
9258,1.0,0.0
9260,1.0,0.0
9266,1.0,0.0
9270,0.0,1.0
9272,0.0,1.0
9275,0.0,1.0
9277,0.0,1.0
9278,0.0,1.0
9280,0.0,1.0
9283,0.0,1.0
9284,0.0,1.0
9285,1.0,0.0
9290,0.0,1.0
9292,0.0,1.0
9293,0.0,1.0
9294,0.0,1.0
9301,0.0,1.0
9302,0.0,1.0
9303,0.0,1.0
9304,0.0,1.0
9305,0.0,1.0
9306,0.0,1.0
9308,0.0,1.0
9309,0.0,1.0
9310,0.0,1.0
9312,1.0,0.0
9322,0.0,1.0
9323,0.0,1.0
9324,0.0,1.0
9325,1.0,0.0
9328,1.0,0.0
9336,0.0,1.0
9337,0.0,1.0
9343,1.0,0.0
9345,1.0,0.0
9346,1.0,0.0
9350,0.0,1.0
9351,0.0,1.0
9352,1.0,1.0
9353,0.0,1.0
9354,0.0,1.0
9355,1.0,1.0
9359,0.0,1.0
9360,0.0,1.0
9361,0.0,1.0
9363,0.0,1.0
9364,0.0,1.0
9365,1.0,0.0
9373,1.0,0.0
9380,1.0,0.0
9381,0.0,1.0
9386,1.0,0.0
9395,1.0,0.0
9397,1.0,0.0
9400,1.0,0.0
9403,1.0,0.0
9406,1.0,0.0
9407,0.0,1.0
9408,0.0,1.0
9409,0.0,1.0
9411,1.0,0.0
9412,0.0,1.0
9413,0.0,1.0
9414,0.0,1.0
9415,0.0,1.0
9416,0.0,1.0
9418,1.0,0.0
9422,1.0,0.0
9425,1.0,0.0
9429,0.0,1.0
9432,0.0,1.0
9442,1.0,0.0
9444,1.0,0.0
9448,1.0,0.0
9457,0.0,1.0
9458,0.0,1.0
9463,1.0,0.0
9465,1.0,0.0
9466,0.0,1.0
