,clip_id,mp3_path,track_number,title,artist,album,url,segmentStart,segmentEnd,original_url
6279,13687,D:/Research/Data/MIR/MagnaTagATune/mp3_full/e/jeff_wahl-meditative_guitar-03-longing-30-59.mp3,3,Longing,Jeff Wahl,Meditative Guitar,http://www.magnatune.com/artists/albums/wahl-meditative/,30,59,http://he3.magnatune.com/all/03-Longing-Jeff%20Wahl.mp3
4012,8769,D:/Research/Data/MIR/MagnaTagATune/mp3_full/b/satori-journey_to_other_worlds-02-other_worlds-1480-1509.mp3,2,Other Worlds,Satori,Journey to Other Worlds,http://www.magnatune.com/artists/albums/satori-journey/,1480,1509,http://he3.magnatune.com/all/02-Other%20Worlds-Satori.mp3
4609,10083,D:/Research/Data/MIR/MagnaTagATune/mp3_full/4/magnatune-romantic_dinner_classical_compilation-02-sonnerie__from_handel_trio_sonatas-436-465.mp3,2,Sonnerie - from Handel Trio Sonatas,Magnatune,Romantic Dinner Classical Compilation,http://www.magnatune.com/artists/albums/magnacomp-dinner/,436,465,http://he3.magnatune.com/all/02-Sonnerie%20-%20from%20Handel%20Trio%20Sonatas-Magnatune.mp3
13365,29295,D:/Research/Data/MIR/MagnaTagATune/mp3_full/f/rapoon-tin_of_drum-06-southbound-639-668.mp3,6,Southbound,Rapoon,Tin of Drum,http://www.magnatune.com/artists/albums/rapoon-tindrum/,639,668,http://he3.magnatune.com/all/06-Southbound-Rapoon.mp3
12669,27854,D:/Research/Data/MIR/MagnaTagATune/mp3_full/9/suzanne_teng-enchanted_wind-06-loltun-59-88.mp3,6,Loltun,Suzanne Teng,Enchanted Wind,http://www.magnatune.com/artists/albums/teng-enchanted/,59,88,http://he3.magnatune.com/all/06-Loltun-Suzanne%20Teng.mp3
3776,8320,D:/Research/Data/MIR/MagnaTagATune/mp3_full/6/farallon_recorder_quartet-ludwig_senfl-02-mich_wndert_sehr-0-29.mp3,2,Mich wndert sehr,Farallon Recorder Quartet,Ludwig Senfl,http://www.magnatune.com/artists/albums/farallon-senfl/,0,29,http://he3.magnatune.com/all/02-Mich%20wndert%20sehr-Farallon%20Recorder%20Quartet.mp3
13219,28936,D:/Research/Data/MIR/MagnaTagATune/mp3_full/d/jeff_wahl-guitarscapes-06-she_misses_the_ocean-88-117.mp3,6,She misses the ocean,Jeff Wahl,Guitarscapes,http://www.magnatune.com/artists/albums/wahl-guitarscapes/,88,117,http://he3.magnatune.com/all/06-She%20misses%20the%20ocean-Jeff%20Wahl.mp3
13072,28633,D:/Research/Data/MIR/MagnaTagATune/mp3_full/4/paul_berget-the_siena_manuscript_on_renaissance_lute-06-recercar_6-30-59.mp3,6,Recercar 6,Paul Berget,The Siena Manuscript on renaissance lute,http://www.magnatune.com/artists/albums/berget-sienalute/,30,59,http://he3.magnatune.com/all/06-Recercar%206-Paul%20Berget.mp3
8948,19546,D:/Research/Data/MIR/MagnaTagATune/mp3_full/0/chris_harvey-the_white_sail-04-secrets_from_the_screen-88-117.mp3,4,Secrets From The Screen,Chris Harvey,The White Sail,http://www.magnatune.com/artists/albums/harvey-wsail/,88,117,http://he3.magnatune.com/all/04-Secrets%20From%20The%20Screen-Chris%20Harvey.mp3
14003,30789,D:/Research/Data/MIR/MagnaTagATune/mp3_full/b/suzanne_teng-miles_beyond-07-chicoy-88-117.mp3,7,Chicoy,Suzanne Teng,Miles Beyond,http://www.magnatune.com/artists/albums/teng-miles/,88,117,http://he3.magnatune.com/all/07-Chicoy-Suzanne%20Teng.mp3
10004,21942,D:/Research/Data/MIR/MagnaTagATune/mp3_full/b/ehren_starks-the_depths_of_a_year-05-dads_song-0-29.mp3,5,Dad's song,Ehren Starks,The Depths of a Year,http://www.magnatune.com/artists/albums/ehren-depths/,0,29,http://he3.magnatune.com/all/05-Dad's%20song-Ehren%20Starks.mp3
25244,56935,D:/Research/Data/MIR/MagnaTagATune/mp3_full/c/edward_martin-art_of_the_lute_in_renaissance_france-22-cest_une_departie_sermisy-0-29.mp3,22,C'est une departie (Sermisy),Edward Martin,Art of the Lute in Renaissance France,http://www.magnatune.com/artists/albums/martin-artfrance/,0,29,http://he3.magnatune.com/all/22-C'est%20une%20departie%20(Sermisy)-Edward%20Martin.mp3
1628,3555,D:/Research/Data/MIR/MagnaTagATune/mp3_full/1/the_rajdhani_quartet-the_gandhi_memorial_concert-01-raga_hansa_kalyani-726-755.mp3,1,Raga Hansa Kalyani,The Rajdhani Quartet,The Gandhi Memorial Concert,http://www.magnatune.com/artists/albums/rajdhani-memorial/,726,755,http://he3.magnatune.com/all/01-Raga%20Hansa%20Kalyani-The%20Rajdhani%20Quartet.mp3
17937,39355,D:/Research/Data/MIR/MagnaTagATune/mp3_full/4/paul_avgerinos-sky_of_grace-09-graceful-88-117.mp3,9,Graceful,Paul Avgerinos,Sky Of Grace,http://www.magnatune.com/artists/albums/avgerinos-skygrace/,88,117,http://he3.magnatune.com/all/09-Graceful-Paul%20Avgerinos.mp3
23942,53141,D:/Research/Data/MIR/MagnaTagATune/mp3_full/e/seth_carlin-mozart_in_the_age_of_enlightenment-15-sonata_in_bflat_major__kv_333__allegretto_grazioso_wolfgang_amadeus_mozart-146-175.mp3,15,Sonata in B-flat major - KV 333 - Allegretto grazioso (Wolfgang Amadeus Mozart),Seth Carlin,Mozart in the Age of Enlightenment,http://www.magnatune.com/artists/albums/carlin-enlightenment/,146,175,http://he3.magnatune.com/all/15-Sonata%20in%20B-flat%20major%20-%20KV%20333%20-%20Allegretto%20grazioso%20(Wolfgang%20Amadeus%20Mozart)-Seth%20Carlin.mp3
22131,48640,D:/Research/Data/MIR/MagnaTagATune/mp3_full/4/jami_sieber-hidden_sky-12-prayer_2-117-146.mp3,12,Prayer 2,Jami Sieber,Hidden Sky,http://www.magnatune.com/artists/albums/sieber-hidden/,117,146,http://he3.magnatune.com/all/12-Prayer%202-Jami%20Sieber.mp3
25703,58323,D:/Research/Data/MIR/MagnaTagATune/mp3_full/b/jacob_heringman-jane_pickeringes_lute_book-28-a_fantasia-88-117.mp3,28,A Fantasia,Jacob Heringman,Jane Pickeringes Lute Book,http://www.magnatune.com/artists/albums/heringman-pickering/,88,117,http://he3.magnatune.com/all/28-A%20Fantasia-Jacob%20Heringman.mp3
21611,47488,D:/Research/Data/MIR/MagnaTagATune/mp3_full/0/williamson-a_few_things_to_hear_before_we_all_blow_up-12-a_please_goodbye_from_whore-233-262.mp3,12,a please goodbye from whore,Williamson,A few things to hear before we all blow up,http://www.magnatune.com/artists/albums/williamson-afew/,233,262,http://he3.magnatune.com/all/12-a%20please%20goodbye%20from%20whore-Williamson.mp3
20372,44790,D:/Research/Data/MIR/MagnaTagATune/mp3_full/2/paul_avgerinos-gnosis-10-we_are_one-320-349.mp3,10,We are One,Paul Avgerinos,Gnosis,http://www.magnatune.com/artists/albums/avgerinos-gnosis/,320,349,http://he3.magnatune.com/all/10-We%20are%20One-Paul%20Avgerinos.mp3
11495,25274,D:/Research/Data/MIR/MagnaTagATune/mp3_full/e/justin_bianco-forge-05-upon_the_shore-0-29.mp3,5,Upon The Shore,Justin Bianco,Forge,http://www.magnatune.com/artists/albums/bianco-forge/,0,29,http://he3.magnatune.com/all/05-Upon%20The%20Shore-Justin%20Bianco.mp3
11739,25789,D:/Research/Data/MIR/MagnaTagATune/mp3_full/e/jeff_wahl-meditative_guitar-06-akron_colorado-88-117.mp3,6,Akron Colorado,Jeff Wahl,Meditative Guitar,http://www.magnatune.com/artists/albums/wahl-meditative/,88,117,http://he3.magnatune.com/all/06-Akron%20Colorado-Jeff%20Wahl.mp3
14486,31752,D:/Research/Data/MIR/MagnaTagATune/mp3_full/e/tilopa-out_of_the_blue-07-heeyahoa-494-523.mp3,7,Heeyahoa,Tilopa,Out of the Blue,http://www.magnatune.com/artists/albums/tilopa-outblue/,494,523,http://he3.magnatune.com/all/07-Heeyahoa-Tilopa.mp3
22036,48448,D:/Research/Data/MIR/MagnaTagATune/mp3_full/f/magnatune-relaxation_spa-12-northeastern_corridor_dac_crowell-30-59.mp3,12,Northeastern Corridor (DAC Crowell),Magnatune,Relaxation Spa,http://www.magnatune.com/artists/albums/magnacomp-spa/,30,59,http://he3.magnatune.com/all/12-Northeastern%20Corridor%20(DAC%20Crowell)-Magnatune.mp3
16716,36704,D:/Research/Data/MIR/MagnaTagATune/mp3_full/7/paul_avgerinos-phos_hilaron-08-oneness-436-465.mp3,8,Oneness,Paul Avgerinos,Phos Hilaron,http://www.magnatune.com/artists/albums/avgerinos-phos/,436,465,http://he3.magnatune.com/all/08-Oneness-Paul%20Avgerinos.mp3
10039,22014,D:/Research/Data/MIR/MagnaTagATune/mp3_full/8/daniel_berkman-calabashmoon-05-daydream_in_dakar-117-146.mp3,5,daydream in dakar,Daniel Berkman,Calabashmoon,http://www.magnatune.com/artists/albums/berkman-calabash/,117,146,http://he3.magnatune.com/all/05-daydream%20in%20dakar-Daniel%20Berkman.mp3
15595,34193,D:/Research/Data/MIR/MagnaTagATune/mp3_full/a/bjorn_fogelberg-karooshi_porn-07-wave-204-233.mp3,7,Wave,Bjorn Fogelberg,Karooshi Porn,http://www.magnatune.com/artists/albums/fogelberg-karooshi/,204,233,http://he3.magnatune.com/all/07-Wave-Bjorn%20Fogelberg.mp3
16164,35452,D:/Research/Data/MIR/MagnaTagATune/mp3_full/6/ed_martin-luis_milan__el_maestro-08-fantasia_8-30-59.mp3,8,Fantasia 8,Ed Martin,Luis Milan - El Maestro,http://www.magnatune.com/artists/albums/martin-luismilan/,30,59,http://he3.magnatune.com/all/08-Fantasia%208-Ed%20Martin.mp3
13102,28690,D:/Research/Data/MIR/MagnaTagATune/mp3_full/a/tilopa-pictures_of_silence-06-roku-204-233.mp3,6,Roku,Tilopa,Pictures of Silence,http://www.magnatune.com/artists/albums/tilopa-pictures/,204,233,http://he3.magnatune.com/all/06-Roku-Tilopa.mp3
6337,13796,D:/Research/Data/MIR/MagnaTagATune/mp3_full/0/satori-sounds_for_meditation-03-meditation_3-88-117.mp3,3,Meditation 3,Satori,Sounds for Meditation,http://www.magnatune.com/artists/albums/satori-meditation/,88,117,http://he3.magnatune.com/all/03-Meditation%203-Satori.mp3
7423,16246,D:/Research/Data/MIR/MagnaTagATune/mp3_full/f/the_headroom_project-jetuton_andawai-04-industrial_blues-30-59.mp3,4,-Industrial Blues-,The Headroom Project,Jetuton Andawai,http://www.magnatune.com/artists/albums/headroom-jetuton/,30,59,http://he3.magnatune.com/all/04--Industrial%20Blues--The%20Headroom%20Project.mp3
11499,25279,D:/Research/Data/MIR/MagnaTagATune/mp3_full/e/justin_bianco-forge-05-upon_the_shore-146-175.mp3,5,Upon The Shore,Justin Bianco,Forge,http://www.magnatune.com/artists/albums/bianco-forge/,146,175,http://he3.magnatune.com/all/05-Upon%20The%20Shore-Justin%20Bianco.mp3
8969,19598,D:/Research/Data/MIR/MagnaTagATune/mp3_full/9/suzanne_teng-enchanted_wind-04-septembers_angels-175-204.mp3,4,September's Angels,Suzanne Teng,Enchanted Wind,http://www.magnatune.com/artists/albums/teng-enchanted/,175,204,http://he3.magnatune.com/all/04-September's%20Angels-Suzanne%20Teng.mp3
1389,2974,D:/Research/Data/MIR/MagnaTagATune/mp3_full/d/paul_avgerinos-balancing_spheres-01-night_illusions__the_longing-784-813.mp3,1,Night Illusions - The Longing,Paul Avgerinos,Balancing Spheres,http://www.magnatune.com/artists/albums/avgerinos-balancing/,784,813,http://he3.magnatune.com/all/01-Night%20Illusions%20-%20The%20Longing-Paul%20Avgerinos.mp3
15354,33604,D:/Research/Data/MIR/MagnaTagATune/mp3_full/3/c__layne-potemkin_villages-07-talk_slow-30-59.mp3,7,Talk slow,C. Layne,Potemkin Villages,http://www.magnatune.com/artists/albums/clayne-potemkin/,30,59,http://he3.magnatune.com/all/07-Talk%20slow-C.%20Layne.mp3
7836,17222,D:/Research/Data/MIR/MagnaTagATune/mp3_full/d/paul_avgerinos-balancing_spheres-04-day_dreams__the_flames_are_awakened-146-175.mp3,4,Day Dreams - The Flames are Awakened,Paul Avgerinos,Balancing Spheres,http://www.magnatune.com/artists/albums/avgerinos-balancing/,146,175,http://he3.magnatune.com/all/04-Day%20Dreams%20-%20The%20Flames%20are%20Awakened-Paul%20Avgerinos.mp3
6729,14620,D:/Research/Data/MIR/MagnaTagATune/mp3_full/4/paul_berget-the_siena_manuscript_on_renaissance_lute-03-recercar_3-0-29.mp3,3,Recercar 3,Paul Berget,The Siena Manuscript on renaissance lute,http://www.magnatune.com/artists/albums/berget-sienalute/,0,29,http://he3.magnatune.com/all/03-Recercar%203-Paul%20Berget.mp3
4016,8778,D:/Research/Data/MIR/MagnaTagATune/mp3_full/c/rapoon-easterly_6_or_7-02-our_tresspasses-88-117.mp3,2,Our tresspasses,Rapoon,Easterly 6 or 7,http://www.magnatune.com/artists/albums/rapoon-easterly/,88,117,http://he3.magnatune.com/all/02-Our%20tresspasses-Rapoon.mp3
5512,12011,D:/Research/Data/MIR/MagnaTagATune/mp3_full/e/dac_crowell-within_this_space-03-cantillation-30-59.mp3,3,Cantillation,DAC Crowell,Within This Space,http://www.magnatune.com/artists/albums/dac-within/,30,59,http://he3.magnatune.com/all/03-Cantillation-DAC%20Crowell.mp3
13946,30645,D:/Research/Data/MIR/MagnaTagATune/mp3_full/f/satori-healing_sounds_of_tibet-07-big_om_melody-233-262.mp3,7,Big Om Melody,Satori,Healing Sounds of Tibet,http://www.magnatune.com/artists/albums/satori-tibet/,233,262,http://he3.magnatune.com/all/07-Big%20Om%20Melody-Satori.mp3
10454,22930,D:/Research/Data/MIR/MagnaTagATune/mp3_full/2/paul_avgerinos-gnosis-05-journey_to_now-378-407.mp3,5,Journey to Now,Paul Avgerinos,Gnosis,http://www.magnatune.com/artists/albums/avgerinos-gnosis/,378,407,http://he3.magnatune.com/all/05-Journey%20to%20Now-Paul%20Avgerinos.mp3
21434,47142,D:/Research/Data/MIR/MagnaTagATune/mp3_full/4/myles_cochran-marginal_street-11-the_hardest_part-175-204.mp3,11,The Hardest Part,Myles Cochran,Marginal Street,http://www.magnatune.com/artists/albums/myles-marginal/,175,204,http://he3.magnatune.com/all/11-The%20Hardest%20Part-Myles%20Cochran.mp3
23497,52014,D:/Research/Data/MIR/MagnaTagATune/mp3_full/3/c__layne-potemkin_villages-14-stiltz-407-436.mp3,14,Stiltz,C. Layne,Potemkin Villages,http://www.magnatune.com/artists/albums/clayne-potemkin/,407,436,http://he3.magnatune.com/all/14-Stiltz-C.%20Layne.mp3
11211,24650,D:/Research/Data/MIR/MagnaTagATune/mp3_full/e/seth_carlin-mozart_in_the_age_of_enlightenment-05-sonata_in_a_minor__kv_310__andante_cantabile_con_espressione_wolfgang_amadeus_mozart-436-465.mp3,5,Sonata in A minor - KV 310 - Andante cantabile con espressione (Wolfgang Amadeus Mozart),Seth Carlin,Mozart in the Age of Enlightenment,http://www.magnatune.com/artists/albums/carlin-enlightenment/,436,465,http://he3.magnatune.com/all/05-Sonata%20in%20A%20minor%20-%20KV%20310%20-%20Andante%20cantabile%20con%20espressione%20(Wolfgang%20Amadeus%20Mozart)-Seth%20Carlin.mp3
6344,13803,D:/Research/Data/MIR/MagnaTagATune/mp3_full/0/satori-sounds_for_meditation-03-meditation_3-291-320.mp3,3,Meditation 3,Satori,Sounds for Meditation,http://www.magnatune.com/artists/albums/satori-meditation/,291,320,http://he3.magnatune.com/all/03-Meditation%203-Satori.mp3
1562,3426,D:/Research/Data/MIR/MagnaTagATune/mp3_full/3/jan_hanford-24_preludes_for_solo_piano-01-prelude_no__1_in_f_minor-30-59.mp3,1,Prelude No. 1 in F Minor,Jan Hanford,24 Preludes for Solo Piano,http://www.magnatune.com/artists/albums/hanford-24preludes/,30,59,http://he3.magnatune.com/all/01-Prelude%20No.%201%20in%20F%20Minor-Jan%20Hanford.mp3
18969,41608,D:/Research/Data/MIR/MagnaTagATune/mp3_full/7/claire_fitch-ambiencellist_part_ii-09-vapour_trails-262-291.mp3,9,Vapour Trails,Claire Fitch,Ambiencellist Part II,http://www.magnatune.com/artists/albums/fitch-amb2/,262,291,http://he3.magnatune.com/all/09-Vapour%20Trails-Claire%20Fitch.mp3
20378,44798,D:/Research/Data/MIR/MagnaTagATune/mp3_full/2/paul_avgerinos-gnosis-10-we_are_one-552-581.mp3,10,We are One,Paul Avgerinos,Gnosis,http://www.magnatune.com/artists/albums/avgerinos-gnosis/,552,581,http://he3.magnatune.com/all/10-We%20are%20One-Paul%20Avgerinos.mp3
9818,21517,D:/Research/Data/MIR/MagnaTagATune/mp3_full/4/paul_berget-j_s__bach_on_the_lute-05-bouree__bwv_996-30-59.mp3,5,Bouree  (BWV 996),Paul Berget,J.S. Bach on the Lute,http://www.magnatune.com/artists/albums/berget-jsbach/,30,59,http://he3.magnatune.com/all/05-Bouree%20%20(BWV%20996)%20-Paul%20Berget.mp3
4057,8860,D:/Research/Data/MIR/MagnaTagATune/mp3_full/8/stargarden-music_for_modern_listening-02-perdido-117-146.mp3,2,Perdido,Stargarden,Music for Modern Listening,http://www.magnatune.com/artists/albums/stargarden-modern/,117,146,http://he3.magnatune.com/all/02-Perdido-Stargarden.mp3
18397,40318,D:/Research/Data/MIR/MagnaTagATune/mp3_full/7/rapoon-what_do_you_suppose-09-only_the_names_change-204-233.mp3,9,Only the names change,Rapoon,What do you suppose,http://www.magnatune.com/artists/albums/rapoon-suppose/,204,233,http://he3.magnatune.com/all/09-Only%20the%20names%20change-Rapoon.mp3
3449,7634,D:/Research/Data/MIR/MagnaTagATune/mp3_full/b/wicked_allstars-dark_clouds-02-happy-175-204.mp3,2,Happy,Wicked Allstars,Dark Clouds,http://www.magnatune.com/artists/albums/wickedallstars-dark/,175,204,http://he3.magnatune.com/all/02-Happy-Wicked%20Allstars.mp3
8182,17974,D:/Research/Data/MIR/MagnaTagATune/mp3_full/e/jeff_wahl-meditative_guitar-04-home-175-204.mp3,4,Home,Jeff Wahl,Meditative Guitar,http://www.magnatune.com/artists/albums/wahl-meditative/,175,204,http://he3.magnatune.com/all/04-Home-Jeff%20Wahl.mp3
15676,34349,D:/Research/Data/MIR/MagnaTagATune/mp3_full/f/the_headroom_project-jetuton_andawai-08-copeuse_concon-88-117.mp3,8,-Copeuse Concon-,The Headroom Project,Jetuton Andawai,http://www.magnatune.com/artists/albums/headroom-jetuton/,88,117,http://he3.magnatune.com/all/08--Copeuse%20Concon--The%20Headroom%20Project.mp3
6433,13973,D:/Research/Data/MIR/MagnaTagATune/mp3_full/5/thursday_group-uncle_mean-03-moroccan-175-204.mp3,3,Moroccan,Thursday Group,Uncle Mean,http://www.magnatune.com/artists/albums/thursdaygroup-unclemean/,175,204,http://he3.magnatune.com/all/03-Moroccan-Thursday%20Group.mp3
11604,25531,D:/Research/Data/MIR/MagnaTagATune/mp3_full/9/william_brooks-silent_wings-05-you_barely_see_me-88-117.mp3,5,You barely see me,William Brooks,Silent Wings,http://www.magnatune.com/artists/albums/wbrooks-wings/,88,117,http://he3.magnatune.com/all/05-You%20barely%20see%20me-William%20Brooks.mp3
5072,11100,D:/Research/Data/MIR/MagnaTagATune/mp3_full/f/thursday_group-first_album-02-winds_eye-0-29.mp3,2,Wind's Eye,Thursday Group,First Album,http://www.magnatune.com/artists/albums/thursdaygroup-first/,0,29,http://he3.magnatune.com/all/02-Wind's%20Eye-Thursday%20Group.mp3
3390,7504,D:/Research/Data/MIR/MagnaTagATune/mp3_full/3/etherfysh-box_of_fysh-02-garuda-0-29.mp3,2,Garuda,Etherfysh,Box of Fysh,http://www.magnatune.com/artists/albums/etherfysh-box/,0,29,http://he3.magnatune.com/all/02-Garuda-Etherfysh.mp3
4950,10848,D:/Research/Data/MIR/MagnaTagATune/mp3_full/5/thursday_group-uncle_mean-02-uncle_mean-291-320.mp3,2,Uncle Mean,Thursday Group,Uncle Mean,http://www.magnatune.com/artists/albums/thursdaygroup-unclemean/,291,320,http://he3.magnatune.com/all/02-Uncle%20Mean-Thursday%20Group.mp3
899,2057,D:/Research/Data/MIR/MagnaTagATune/mp3_full/f/thursday_group-first_album-01-innocent_murmur-146-175.mp3,1,Innocent Murmur,Thursday Group,First Album,http://www.magnatune.com/artists/albums/thursdaygroup-first/,146,175,http://he3.magnatune.com/all/01-Innocent%20Murmur-Thursday%20Group.mp3
5782,12648,D:/Research/Data/MIR/MagnaTagATune/mp3_full/6/tom_paul-i_was_king-03-drops_that_hit_the_sand-0-29.mp3,3,Drops that hit the sand,Tom Paul,I Was King,http://www.magnatune.com/artists/albums/tompaul-king/,0,29,http://he3.magnatune.com/all/03-Drops%20that%20hit%20the%20sand-Tom%20Paul.mp3
5787,12655,D:/Research/Data/MIR/MagnaTagATune/mp3_full/6/tom_paul-i_was_king-03-drops_that_hit_the_sand-204-233.mp3,3,Drops that hit the sand,Tom Paul,I Was King,http://www.magnatune.com/artists/albums/tompaul-king/,204,233,http://he3.magnatune.com/all/03-Drops%20that%20hit%20the%20sand-Tom%20Paul.mp3
2446,5328,D:/Research/Data/MIR/MagnaTagATune/mp3_full/a/four_stones-la_vie_chill-01-till_my_cup_runs_over-30-59.mp3,1,Till My Cup Runs Over,Four Stones,La Vie Chill,http://www.magnatune.com/artists/albums/fourstones-viechill/,30,59,http://he3.magnatune.com/all/01-Till%20My%20Cup%20Runs%20Over-Four%20Stones.mp3
12492,27403,D:/Research/Data/MIR/MagnaTagATune/mp3_full/2/stellamara-star_of_the_sea-06-immrama-30-59.mp3,6,Immrama,Stellamara,Star Of The Sea,http://www.magnatune.com/artists/albums/stellamara-starsea/,30,59,http://he3.magnatune.com/all/06-Immrama-Stellamara.mp3
23087,50964,D:/Research/Data/MIR/MagnaTagATune/mp3_full/4/norine_braun-modern_anguish-13-tips_and_not_trouble-59-88.mp3,13,Tips and Not Trouble,Norine Braun,Modern Anguish,http://www.magnatune.com/artists/albums/braun-modern/,59,88,http://he3.magnatune.com/all/13-Tips%20and%20Not%20Trouble-Norine%20Braun.mp3
15675,34347,D:/Research/Data/MIR/MagnaTagATune/mp3_full/f/the_headroom_project-jetuton_andawai-08-copeuse_concon-30-59.mp3,8,-Copeuse Concon-,The Headroom Project,Jetuton Andawai,http://www.magnatune.com/artists/albums/headroom-jetuton/,30,59,http://he3.magnatune.com/all/08--Copeuse%20Concon--The%20Headroom%20Project.mp3
2901,6285,D:/Research/Data/MIR/MagnaTagATune/mp3_full/5/mr_epic-sideways-02-blue_days-233-262.mp3,2,Blue Days,Mr Epic,Sideways,http://www.magnatune.com/artists/albums/mrepic-sideways/,233,262,http://he3.magnatune.com/all/02-Blue%20Days-Mr%20Epic.mp3
896,2052,D:/Research/Data/MIR/MagnaTagATune/mp3_full/f/thursday_group-first_album-01-innocent_murmur-0-29.mp3,1,Innocent Murmur,Thursday Group,First Album,http://www.magnatune.com/artists/albums/thursdaygroup-first/,0,29,http://he3.magnatune.com/all/01-Innocent%20Murmur-Thursday%20Group.mp3
4945,10842,D:/Research/Data/MIR/MagnaTagATune/mp3_full/5/thursday_group-uncle_mean-02-uncle_mean-117-146.mp3,2,Uncle Mean,Thursday Group,Uncle Mean,http://www.magnatune.com/artists/albums/thursdaygroup-unclemean/,117,146,http://he3.magnatune.com/all/02-Uncle%20Mean-Thursday%20Group.mp3
901,2062,D:/Research/Data/MIR/MagnaTagATune/mp3_full/f/thursday_group-first_album-01-innocent_murmur-291-320.mp3,1,Innocent Murmur,Thursday Group,First Album,http://www.magnatune.com/artists/albums/thursdaygroup-first/,291,320,http://he3.magnatune.com/all/01-Innocent%20Murmur-Thursday%20Group.mp3
5866,12861,D:/Research/Data/MIR/MagnaTagATune/mp3_full/d/the_west_exit-nocturne-03-every_time-0-29.mp3,3,Every Time,The West Exit,Nocturne,http://www.magnatune.com/artists/albums/westexit-nocturne/,0,29,http://he3.magnatune.com/all/03-Every%20Time-The%20West%20Exit.mp3
23575,52260,D:/Research/Data/MIR/MagnaTagATune/mp3_full/4/norine_braun-modern_anguish-14-watching_shadows-0-29.mp3,14,Watching Shadows,Norine Braun,Modern Anguish,http://www.magnatune.com/artists/albums/braun-modern/,0,29,http://he3.magnatune.com/all/14-Watching%20Shadows-Norine%20Braun.mp3
10881,23903,D:/Research/Data/MIR/MagnaTagATune/mp3_full/5/thursday_group-uncle_mean-05-pelican_fan-407-436.mp3,5,Pelican Fan,Thursday Group,Uncle Mean,http://www.magnatune.com/artists/albums/thursdaygroup-unclemean/,407,436,http://he3.magnatune.com/all/05-Pelican%20Fan-Thursday%20Group.mp3
8124,17861,D:/Research/Data/MIR/MagnaTagATune/mp3_full/4/burnshee_thornside-the_art_of_not_blending_in-04-goodbye_on_a_beautiful_day-117-146.mp3,4,Goodbye on a beautiful day,Burnshee Thornside,The Art of Not Blending In,http://www.magnatune.com/artists/albums/burnshee-art/,117,146,http://he3.magnatune.com/all/04-Goodbye%20on%20a%20beautiful%20day-Burnshee%20Thornside.mp3
1095,2450,D:/Research/Data/MIR/MagnaTagATune/mp3_full/5/thursday_group-uncle_mean-01-like_white_on_rice-320-349.mp3,1,Like White on Rice,Thursday Group,Uncle Mean,http://www.magnatune.com/artists/albums/thursdaygroup-unclemean/,320,349,http://he3.magnatune.com/all/01-Like%20White%20on%20Rice-Thursday%20Group.mp3
19670,43237,D:/Research/Data/MIR/MagnaTagATune/mp3_full/4/burnshee_thornside-the_art_of_not_blending_in-10-make_it_go_away-0-29.mp3,10,Make it go away,Burnshee Thornside,The Art of Not Blending In,http://www.magnatune.com/artists/albums/burnshee-art/,0,29,http://he3.magnatune.com/all/10-Make%20it%20go%20away-Burnshee%20Thornside.mp3
9501,20853,D:/Research/Data/MIR/MagnaTagATune/mp3_full/3/sherefe-opium-04-yianni_mou_to-0-29.mp3,4,Yianni Mou To,Sherefe,Opium,http://www.magnatune.com/artists/albums/manno-opium/,0,29,http://he3.magnatune.com/all/04-Yianni%20Mou%20To-Sherefe.mp3
14023,30832,D:/Research/Data/MIR/MagnaTagATune/mp3_full/f/thursday_group-first_album-07-claytonia-262-291.mp3,7,Claytonia,Thursday Group,First Album,http://www.magnatune.com/artists/albums/thursdaygroup-first/,262,291,http://he3.magnatune.com/all/07-Claytonia-Thursday%20Group.mp3
903,2067,D:/Research/Data/MIR/MagnaTagATune/mp3_full/f/thursday_group-first_album-01-innocent_murmur-436-465.mp3,1,Innocent Murmur,Thursday Group,First Album,http://www.magnatune.com/artists/albums/thursdaygroup-first/,436,465,http://he3.magnatune.com/all/01-Innocent%20Murmur-Thursday%20Group.mp3
5074,11102,D:/Research/Data/MIR/MagnaTagATune/mp3_full/f/thursday_group-first_album-02-winds_eye-59-88.mp3,2,Wind's Eye,Thursday Group,First Album,http://www.magnatune.com/artists/albums/thursdaygroup-first/,59,88,http://he3.magnatune.com/all/02-Wind's%20Eye-Thursday%20Group.mp3
13963,30702,D:/Research/Data/MIR/MagnaTagATune/mp3_full/b/magnatune_compilation-rock-07-c__layne_the_unheard_frequency-117-146.mp3,7,C. Layne_ The unheard frequency,Magnatune Compilation,Rock,http://www.magnatune.com/artists/albums/magnacomp-rock/,117,146,http://he3.magnatune.com/all/07-C.%20Layne_%20The%20unheard%20frequency-Magnatune%20Compilation.mp3
10879,23899,D:/Research/Data/MIR/MagnaTagATune/mp3_full/5/thursday_group-uncle_mean-05-pelican_fan-291-320.mp3,5,Pelican Fan,Thursday Group,Uncle Mean,http://www.magnatune.com/artists/albums/thursdaygroup-unclemean/,291,320,http://he3.magnatune.com/all/05-Pelican%20Fan-Thursday%20Group.mp3
17156,37679,D:/Research/Data/MIR/MagnaTagATune/mp3_full/f/thursday_group-first_album-08-sweet_pea-204-233.mp3,8,Sweet Pea,Thursday Group,First Album,http://www.magnatune.com/artists/albums/thursdaygroup-first/,204,233,http://he3.magnatune.com/all/08-Sweet%20Pea-Thursday%20Group.mp3
